Sample_ID,Cancer,O00182,O43927,O75144,O75509,O76036,O95727,P01127,P01133,P01730,P05113,P05231,P07585,P09038,P09237,P09341,P09382,P09601,P10144,P10147,P10747,P12544,P13500,P14210,P15692,P18627,P20718,P22301,P26842,P29965,P32970,P35968,P39900,P42701,P43489,P48023,P48061,P49763,P50591,Q01151,Q02763,Q13241,Q14116,Q15389,Q16790,Q8WXI7,Q92583,Q9BQ51,Q9NP84,Q9UQV4
BRC_46,BRC,0.3747,0.7604,0.4522,0.58605,0.892,-0.21505,3.8177,5.37165,0.6817,-0.4108,-0.18575,-0.3637,2.9678,1.89175,3.9482,1.0105,1.7947,0.31845,-0.6487,-0.0443,0.04785,0.2985,0.0602999999999999,0.5016,0.4342,-0.28225,0.5593,,3.6579,0.7512,,0.1272,0.04355,0.69715,0.1079,1.5521,0.393,0.6343,0.36115,,0.44655,0.3483,4.15975,0.25035,-3.3796,3.491,0.97915,,-0.20025
BRC_47,BRC,1.60405,1.09915,0.51565,0.9953,0.82235,0.98405,2.90495,3.42665,1.05305,1.1359,-0.0769000000000001,-0.14575,2.09015,2.80375,2.6534,0.99725,1.4492,1.21705,-0.4386,0.8565,0.34345,2.37205,0.5046,1.11585,1.14225,0.42155,0.8517,1.2747,2.7211,0.644,0.3026,-0.0625,-0.0984,0.9204,0.1669,2.01085,1.0025,0.5993,0.7462,0.7684,-0.56205,0.01535,2.7588,0.503,2.72915,2.20115,0.8113,0.29105,0.5382
BRC_48,BRC,0.3652,0.84625,0.14615,0.882,0.7709,1.03465,4.5025,5.13095,1.0001,0.21575,0.6874,,3.713,,3.92345,2.71485,0.51285,1.3189,-0.4056,,1.21495,0.91625,1.2076,3.0348,0.91495,,1.08435,0.4875,4.33935,-0.187,0.7729,0.3169,1.25,0.7204,0.46825,2.04045,1.05315,1.10905,0.8033,0.43585,1.23295,0.2801,3.96205,0.1101,2.33455,3.8995,-0.0132,0.29935,0.39155
BRC_49,BRC,-0.34965,-0.0318499999999999,-0.0196,0.4113,-0.2584,-0.1248,-0.1606,1.7704,0.3635,0.4764,-0.3802,-0.1979,0.75035,2.05965,1.30615,0.2007,1.4012,-0.30945,-1.8577,-0.12575,-0.1589,0.2607,0.50875,0.4921,-0.44395,-0.3893,0.9729,-0.57225,-0.104,0.5129,0.21915,0.4023,0.45545,-0.1046,-0.35305,0.83875,0.48545,0.7802,-0.30245,0.4584,-0.11035,-0.7274,-0.34215,0.8397,-4.6325,1.10215,-0.54805,0.43845,-0.0587
BRC_5,BRC,0.31495,-0.42685,0.1084,0.59725,0.127,0.9996,0.30745,-0.299,0.659,-0.76185,0.40025,-0.1616,1.0478,1.17265,-0.5907,0.29685,0.61485,-0.54465,-1.9959,0.4094,0.0214,0.73095,0.74215,0.11565,-0.03315,-0.33965,0.366,-0.0081,0.3406,0.3953,0.52795,0.15595,-0.2006,0.08455,-0.23555,1.7597,-0.0768,0.54125,0.3422,0.3378,0.4504,-0.47225,0.7231,0.45105,-4.1096,0.44375,0.19955,-0.38285,0.4546
BRC_50,BRC,0.67305,-0.24455,0.5889,0.99625,0.72365,-0.13215,2.463,4.01405,1.49555,-0.0581,0.5545,-0.3462,2.5489,1.9029,2.78385,0.9823,0.87045,-0.11275,-1.05545,1.10675,-0.18735,0.84315,1.71905,1.6781,0.1633,-0.94205,0.67925,0.4692,3.1365,0.2542,1.2104,1.30545,0.71685,0.9782,0.2778,1.71015,0.81075,1.00465,1.044,0.5936,0.3693,-0.1324,2.5845,0.8592,1.82655,2.13035,0.24515,0.4511,2.33785
BRC_51,BRC,0.7028,1.3232,,0.3512,0.55845,0.42195,5.18515,5.5805,1.03125,2.77825,0.5748,-0.0059499999999999,3.87115,2.24965,3.7558,1.6628,1.78515,2.53025,-0.2659,0.77595,1.1009,1.10005,0.78045,1.31755,,2.82615,2.9052,-0.32495,4.7026,0.6614,0.68605,,0.99995,0.3291,0.7135,3.20175,0.89075,1.3494,0.38,0.4301,1.3502,0.6459,3.88795,,,5.35575,,0.4308,1.5174
BRC_52,BRC,0.65655,0.7564,0.2507,1.09115,0.8303,,3.41705,4.4944,1.0165,1.1123,-0.11675,-0.29445,2.3706,2.79095,4.0801,1.52235,1.11615,1.89935,-0.26355,0.97045,1.91415,,1.0946,1.55855,0.5083,2.85495,0.33265,1.7195,3.807,0.5386,0.45895,0.66595,0.65725,0.56775,0.4951,0.827,0.4909,0.86135,0.61725,0.66195,1.70705,-0.01925,2.91915,0.342,0.57225,3.0916,0.43075,0.72255,0.09215
BRC_53,BRC,0.68425,-0.07155,0.1355,0.4935,0.60365,0.0855,1.54,2.8167,0.83485,-0.0136000000000001,-0.24175,0.21795,1.8611,2.086,3.95015,0.59255,0.87965,0.8042,-1.08975,1.00855,0.6177,0.64825,-0.17665,0.97925,1.0593,1.44225,0.98975,0.52805,2.61455,0.8442,0.58095,1.2351,0.31535,1.12705,0.7395,1.6025,0.69495,0.71945,0.7922,0.0676000000000001,0.82075,0.328,0.97545,0.2867,-0.6039,1.7634,0.5566,0.36715,0.80385
BRC_54,BRC,0.5985,1.4462,0.11395,0.4271,0.15075,1.3141,0.57425,2.0235,0.5568,-2.00825,-0.3537,0.18325,1.2608,2.5164,1.70005,0.69665,2.1369,0.5666,-1.6047,1.0578,1.06315,0.47775,0.43315,0.6058,0.7777,0.1498,0.23465,0.9525,1.50345,0.1402,0.8314,0.8409,1.0036,0.87645,0.33775,0.9772,0.50205,0.7613,0.07565,0.9138,1.1557,-0.36735,0.0013500000000001,0.6023,1.4832,0.22435,0.8579,0.5062,0.7837
BRC_55,BRC,0.37725,2.2392,0.30585,1.0299,0.51265,0.69475,0.5543,2.48375,0.01835,0.88295,-0.42225,0.02345,0.9874,1.63135,1.9916,1.1739,0.7273,-0.5732,-1.01415,1.0254,-0.0108,0.0114500000000001,0.6352,0.7173,0.2537,-0.7573,2.65165,0.69825,1.58195,1.06395,0.27575,0.04645,0.65985,0.8599,-0.0959,0.93775,0.99805,1.1235,0.57825,0.12895,-0.3398,-0.4989,0.0093,0.78615,0.91505,0.0016499999999999,0.27055,-0.02575,0.22295
BRC_56,BRC,0.58985,-0.5529,0.1269,0.65445,0.0425,1.16015,0.8101,2.49725,0.71045,-0.37645,0.172,0.54375,1.68625,2.09715,1.02785,0.88605,1.70715,-0.1762,-0.8945,1.0505,0.2839,0.164,0.17085,1.39195,0.3692,-0.0642,0.13985,0.0449000000000001,1.9424,1.05815,0.0281,0.7568,0.1082,0.44025,-0.144,0.74475,0.89285,0.7389,0.6629,0.7601,1.366,-0.0979500000000001,1.0799,0.53315,-0.25605,0.81935,0.54455,0.08735,-0.1162
BRC_57,BRC,0.87025,-0.49675,0.03905,0.86285,0.68785,0.922,0.3191,2.11315,0.818,1.53045,0.1722,0.25435,0.65285,1.92945,2.01495,1.3404,1.8512,1.38835,-1.1603,0.8531,0.78115,0.5482,0.3255,0.86105,0.34665,1.03715,0.36785,0.9519,1.85045,1.238,0.6948,0.6619,0.68465,0.65165,0.5178,1.7223,0.8866,0.9052,0.7177,0.30215,0.21835,-0.142,0.63745,0.2626,-0.8626,1.1727,0.1605,0.2845,0.39325
BRC_58,BRC,0.2028,-0.0187,-0.0212,0.127,-0.288,-0.77555,2.5366,3.22725,0.21825,-0.5234,-0.0449000000000001,-0.29635,1.1917,2.06535,2.09305,0.8337,0.2422,1.32165,-1.64945,0.6705,0.7322,0.2096,-0.0831500000000001,0.7834,0.34935,0.52475,0.5529,0.95455,3.0513,0.39395,0.21295,0.1492,0.4425,0.11875,0.49185,1.5155,0.11225,0.44815,-0.25765,0.14275,0.44875,-0.5578,1.4966,0.30145,-3.678,2.15705,0.26785,-0.1434,-0.7867
BRC_59,BRC,0.06865,0.4048,0.6939,0.91295,0.61845,1.12565,0.2055,1.78165,0.9656,-2.36415,-0.15675,0.18965,0.99805,2.58535,1.09935,1.06585,1.18145,0.4764,-0.69745,1.28615,0.3956,0.89375,0.63755,1.0672,0.49445,-0.96595,1.63485,0.2022,1.35445,0.0575500000000001,0.49,-0.6682,0.7162,0.60865,1.1338,1.29935,0.85745,1.5758,0.6779,0.22705,0.80235,-0.332,0.47715,0.98515,2.68615,0.71475,0.3119,0.58235,0.5394
BRC_6,BRC,-0.8497,-0.1837,0.1466,-0.0568,-0.08945,-0.0394500000000001,1.01245,2.3568,0.39315,-1.01405,-1.8551,-0.44735,1.04495,0.98755,1.7379,0.3662,0.88135,0.17525,-2.5571,0.67735,0.0181000000000001,-0.63395,-0.0771500000000001,0.19415,-0.18115,-0.31845,0.0742,-0.31725,1.17,-0.6676,0.62145,-1.2076,0.16485,-0.4024,-0.5716,1.07165,0.30055,0.6786,-0.4311,0.352,0.7458,-0.9643,0.80235,-0.099,0.697,-0.46815,-0.33805,-1.0355,-1.4542
BRC_60,BRC,0.0775000000000001,-0.68795,0.14145,0.2613,0.1571,0.53075,1.7742,3.26975,0.4097,0.53195,0.1185,0.1703,2.0471,1.6312,1.83705,0.89225,0.84535,0.8761,-1.2953,0.3079,0.76085,0.28555,0.54,0.5969,0.43855,0.52985,0.22935,-0.4858,2.57305,-0.7664,0.5321,0.1031,-0.5286,-0.2288,0.42875,1.32995,0.58795,0.51565,0.3255,0.46955,1.29445,-0.9322,1.59575,0.11,2.24775,2.5288,-0.0832000000000001,0.21935,0.00265
BRC_61,BRC,0.62595,0.13725,-0.0109,0.87415,0.9236,0.7388,1.66985,2.5868,0.8222,1.26485,0.45715,0.1337,0.8944,1.51835,3.6415,0.48835,1.16045,0.67065,-1.3298,0.6558,1.0416,0.50855,1.10665,1.03805,0.97875,0.60785,0.1814,0.1627,2.247,1.1571,0.37455,1.03575,0.0379,0.68465,-0.04695,0.4946,0.8372,1.18475,0.5312,0.4507,1.0459,-0.72285,1.6988,1.10705,-3.5645,1.29555,0.12905,0.36325,0.7506
BRC_62,BRC,0.44835,-0.07245,0.08125,0.6664,0.38965,0.33825,4.0918,4.9738,0.89625,,0.44525,,3.43205,,3.11225,1.66945,1.681,0.9546,-0.7655,,0.53925,0.71175,0.80265,2.03515,0.59235,,,0.1397,3.73985,-0.35255,0.4133,-0.44885,,0.73045,0.8384,,1.08755,0.94895,0.90735,0.8421,0.08355,0.79975,3.1936,0.4335,-0.0292999999999999,3.5878,0.08555,0.4674,0.4344
BRC_63,BRC,0.7307,0.1753,0.149,0.6175,0.28185,0.0237499999999999,0.57015,2.3895,0.64425,0.35475,-0.1981,0.09755,1.75315,1.92325,2.2218,0.8304,1.39195,0.39315,-1.0392,0.51305,0.576,0.61155,0.48015,0.80635,-0.25815,-0.24755,-0.7331,-0.29485,2.0372,-0.7849,-0.05735,0.6048,0.38005,0.8501,0.456,0.93875,0.64925,0.7539,0.9235,0.5444,0.8173,-0.078,0.0787500000000001,2.1298,-0.4028,1.08505,0.35225,0.223,-0.1231
BRC_64,BRC,0.65395,-0.64605,-0.11945,0.51435,0.03435,0.5614,1.8692,3.39395,0.6077,,-0.4983,0.19425,1.36975,2.28975,2.17495,0.952,1.5779,0.15245,-1.1875,1.048,0.80085,0.6754,0.3601,0.59935,0.35995,0.86635,,0.1035,2.98405,0.4273,0.6115,0.6405,,0.35625,-0.0909,,0.3019,0.8987,0.3787,0.03495,0.88415,0.0229,1.48245,-0.0381,2.21,2.8845,0.1324,0.2145,0.69445
BRC_65,BRC,0.59935,0.9249,0.08805,0.6919,0.45425,0.72515,2.14235,3.4974,1.0422,-0.38165,0.59465,0.20295,0.7893,1.9438,0.87465,0.97945,0.41485,0.8688,-0.58415,0.7343,0.9401,0.8119,0.95935,1.23115,0.079,0.3597,1.35435,0.191,2.6394,0.5539,0.60535,0.48565,-0.33155,0.75705,0.27755,1.53235,0.67305,0.88485,0.9878,0.65415,0.08795,-0.76155,1.8687,0.20225,-4.2295,2.19005,0.1595,0.3522,0.2401
BRC_66,BRC,0.53345,-0.41175,0.0821,0.6304,-0.07975,-0.3203,1.7854,2.1789,0.88085,-0.8011,2.09175,0.12865,0.4803,1.329,2.83435,0.76695,1.70405,1.5083,-1.67955,0.94305,0.3731,0.96025,1.42825,1.15245,0.7158,0.76605,0.51155,0.18195,1.79515,0.1687,0.89165,0.0030000000000001,0.46705,-0.24425,-0.3902,1.1528,0.49665,1.24285,-0.0024999999999999,0.366,0.44735,-0.2186,1.38115,0.8417,1.5318,0.6862,0.4202,-0.16655,0.70375
BRC_67,BRC,0.23455,-0.6052,0.12035,0.32555,0.154,0.22395,0.7508,0.99685,0.43575,-0.3347,-0.3527,-0.03255,0.42445,1.1787,-0.13255,0.7114,1.10225,0.2526,-1.9342,-0.0022999999999999,0.7794,0.44785,0.0881000000000001,0.6095,0.1224,0.78365,0.17165,0.09155,0.8832,0.1586,0.26465,0.8382,0.2124,0.23875,-0.1074,1.05815,0.31925,1.23335,0.1927,0.0708,0.97875,-0.46645,1.1012,0.10395,0.73035,0.93575,0.1622,-0.1075,1.3852
BRC_68,BRC,0.69545,0.0258,0.0329,0.13355,0.4509,0.61705,1.98985,2.32835,0.45025,-1.38265,0.4325,-0.35775,1.1069,1.81335,3.13585,0.94235,1.01045,-0.3429,-0.63905,0.56865,0.3021,0.29655,0.5581,0.9766,1.032,0.0942,0.3167,0.0186499999999999,1.87665,0.30315,0.14515,0.6816,0.0564,0.8167,0.5194,0.97605,0.55085,0.58145,0.26,0.3303,1.05005,0.3032,1.80875,-1.30295,0.5401,0.1109,0.4908,0.702,0.56895
BRC_69,BRC,1.5683,1.3472,0.1274,0.762,0.84215,0.11085,5.39075,7.2026,1.62855,2.53865,1.0712,0.20665,3.98595,2.84245,5.5594,2.2211,1.36905,1.19945,1.0267,1.09205,0.8303,1.67565,1.67385,3.67265,0.27015,0.91415,0.3365,0.62985,5.7091,0.5995,0.44365,2.5346,0.88145,1.04,0.3963,2.20685,1.06735,0.9414,0.9113,0.0014,0.8421,0.5961,4.85475,0.3185,1.8706,5.62045,0.07425,1.5094,0.2098
BRC_7,BRC,,-0.1978,0.4552,0.40445,0.1337,-0.0989500000000001,,,0.70885,5.15895,0.4328,-0.25445,1.46125,1.37465,,1.29405,0.92085,1.2214,-1.2748,0.4418,0.9662,0.3788,1.11005,1.18245,-0.4705,1.9483,0.21275,,2.5652,-0.10365,,0.954,-0.0966,0.12445,-0.2323,1.91395,0.66695,1.0332,0.3851,,0.1724,,,0.55725,-2.93165,,0.0816499999999999,,0.9534
BRC_70,BRC,0.13255,-0.39,0.1923,0.5186,0.43015,0.63975,1.55835,1.2086,0.7911,0.3525,-0.5129,-0.06825,0.1926,1.89195,0.4928,0.38345,0.93335,0.78285,-1.1809,0.0683,0.93965,0.41435,0.0294000000000001,0.8902,0.3642,0.4764,-1.11425,0.0813,1.0298,0.6169,-0.0885,0.0649999999999998,0.40275,-0.1379,0.36515,1.29045,0.39115,0.7081,-0.0543,0.0632,1.1805,-1.27265,1.7485,1.256,1.15125,0.9873,0.3201,0.16795,0.01635
BRC_71,BRC,0.5088,0.3052,0.17205,1.01435,1.007,1.3579,4.473,4.96095,0.99035,0.66275,0.86565,-0.2889,1.7033,1.27355,2.49105,1.26545,0.3696,1.1162,-0.48835,1.12615,0.7877,1.03,1.0729,2.3878,0.76455,0.6942,0.7345,0.59505,3.9059,0.21755,0.43235,0.8448,0.9945,0.9161,0.10385,1.36055,0.7703,0.37465,0.76145,0.3274,0.8556,0.4984,3.19005,-0.4326,-4.1704,2.80755,0.17265,0.4075,0.4182
BRC_72,BRC,0.35755,-0.198,0.3238,0.60415,-0.0792000000000001,1.65355,2.30475,3.19555,0.80745,-0.74645,-0.1268,0.17515,1.4214,1.96625,1.22395,1.02435,1.27045,0.0079,-0.70095,0.78715,0.914,0.92735,0.5528,0.9452,-0.0068,0.0823,0.1106,-0.38925,2.43615,0.60445,0.72595,0.9355,0.7459,0.6608,0.1022,1.22405,0.21455,0.47605,1.1556,0.4086,0.66355,-0.1589,2.05975,0.55455,2.2495,1.2819,0.2976,-0.0157,1.36915
BRC_73,BRC,0.75835,0.03265,0.27485,0.9238,0.16985,1.19055,3.1287,4.0943,1.34805,1.38155,-0.26385,0.4386,1.33015,2.2667,4.35395,1.23575,1.0257,0.2661,-0.4285,0.57375,1.13595,0.77185,1.00205,0.96215,1.03335,1.3559,1.1508,0.4473,2.35895,0.51555,0.2998,0.59435,1.72005,0.87645,0.0194,2.2178,0.78155,1.40355,0.32795,0.4418,1.69535,-0.62685,2.666,0.3751,1.6853,2.5964,-0.01225,0.593,1.2484
BRC_74,BRC,0.6629,-0.6898,0.084,0.977,0.81335,1.092,2.0727,4.1753,1.03335,-2.4815,-0.6329,0.21245,1.9585,2.219,2.42295,1.3825,1.1124,0.40325,-0.9158,0.3126,0.7234,0.43885,0.2977,1.50535,0.9873,0.7339,-0.20665,0.8672,3.26335,1.2034,0.3345,1.1284,0.53475,0.02215,0.6394,1.13075,0.51185,1.00945,0.5165,0.73025,0.73045,-0.3713,2.87545,0.5162,1.23385,3.06895,0.2428,0.4244,0.7402
BRC_75,BRC,1.8474,-0.43325,0.57825,1.7794,0.4322,1.27615,1.7538,3.01005,1.3011,-0.58255,2.254,0.692,1.8039,3.2968,0.64875,1.58075,2.43685,0.2102,0.7633,1.7205,0.53285,1.12255,1.2981,1.7787,0.24505,0.63795,-0.42095,2.3034,1.73035,1.294,0.9413,2.34,0.6449,1.0983,-0.62475,1.44755,1.62735,0.25915,2.277,0.65655,1.40995,0.6609,1.19775,0.9955,-0.66685,0.3855,1.0261,1.72065,2.06145
BRC_76,BRC,0.78145,0.664,0.1101,0.60105,0.6039,1.31255,3.05955,4.2855,0.9513,,0.25485,0.17135,2.9745,2.36825,4.0529,1.98385,1.47625,1.84575,-0.38445,0.79485,1.81375,1.10095,0.994,2.03755,0.8557,1.67435,,1.2201,3.2708,0.7725,0.80715,1.01975,,0.71585,-0.2273,,1.0424,0.96795,0.49715,0.61155,0.84995,0.39405,2.85495,0.5973,0.10365,3.2015,0.89365,0.77075,0.23765
BRC_77,BRC,0.56025,1.998,0.0988,0.2834,0.30345,1.2904,2.62215,2.5611,0.90435,1.5696,-0.46065,0.1796,1.6713,2.15945,0.89005,0.60845,1.61815,0.91585,-1.1054,0.4914,1.4099,1.3048,1.33945,1.2643,0.44835,2.6938,1.50015,0.4813,2.6661,0.39865,0.1265,0.81485,0.49885,1.1822,0.29025,1.0199,0.9282,0.6469,0.6149,-0.2863,1.49185,0.40705,2.8525,0.69195,1.79385,3.0548,0.37065,0.19355,1.21285
BRC_78,BRC,0.1044,2.4326,-0.12925,0.63675,0.4451,0.2494,2.3643,3.49045,0.82295,0.17015,-0.32455,0.0609,1.8124,1.99735,2.80195,1.28965,2.0219,0.0388,-0.64995,0.41845,-0.005,0.2744,1.0759,1.1568,0.61315,0.4975,1.3844,0.00295,2.9005,0.65105,0.24335,1.5544,0.4213,0.1351,-0.47285,1.38695,1.1134,0.74145,0.36365,0.1842,1.2039,-0.2875,1.96885,0.9993,-0.3795,1.76065,0.19825,0.8577,-0.0182
BRC_79,BRC,0.48065,0.3436,-0.1176,-0.0243,,0.5096,3.98735,6.5272,,-0.2284,,0.1865,,1.91465,2.82635,1.14415,0.52845,,,0.1799,0.889,1.459,0.44415,2.5249,0.34525,-0.1338,0.24655,0.4638,3.9906,,0.1505,0.33025,0.36955,0.6214,-0.26185,2.3809,0.5592,0.4064,,-0.0998,-0.29345,-0.12395,4.1931,0.29855,1.44365,2.9572,-0.48715,0.49925,-0.0418500000000001
BRC_8,BRC,0.47255,1.2624,,0.8101,0.16785,0.76725,3.1086,3.70575,1.01855,0.88785,1.67345,0.05955,2.4822,2.49185,3.9288,1.365,1.2953,0.3427,-1.23805,0.3839,0.9221,0.26115,1.5983,1.503,,0.5417,0.50325,1.12825,2.62985,-0.09605,0.73445,1.53145,0.35075,0.3778,0.5852,1.95155,0.86595,1.1051,0.65365,0.70435,-0.1743,-0.0533,2.2154,0.48495,,3.77695,,0.55895,0.81665
BRC_80,BRC,0.65015,0.1571,0.29575,0.79555,0.4589,1.50415,1.1239,2.48125,0.77895,-0.6699,0.1145,0.18455,1.11875,1.3902,0.92745,0.8331,1.15235,0.6643,-1.177,0.9446,1.2139,0.66975,0.2635,1.0084,0.9489,0.98095,0.96215,0.72955,1.7217,1.6746,0.82535,0.9499,0.0205,0.69435,0.3216,1.15885,0.79925,0.98055,0.8525,0.3468,1.48805,-0.14075,2.0985,0.73005,-0.13805,0.64985,0.4104,0.5743,0.8956
BRC_81,BRC,1.36165,0.4959,0.11795,1.06585,0.65495,1.38635,1.64765,2.7699,1.5273,3.78255,0.61845,0.42375,1.59555,2.787,1.0796,1.6809,1.07785,-0.10605,-0.73825,1.10245,1.01305,1.17855,0.70845,1.9538,0.3576,0.8197,0.45205,1.66635,1.92145,0.3907,0.5688,1.27355,0.5524,1.59305,0.31855,1.3077,1.17235,1.07225,0.91575,0.2877,1.5212,-0.28135,1.7791,-0.1058,1.56085,1.89395,0.31695,1.04965,0.5366
BRC_82,BRC,2.05625,1.61775,0.3259,0.4495,2.0309,,2.4262,3.3418,1.79845,-0.56315,0.4144,0.4139,1.59545,2.8316,2.153,1.9102,2.1331,1.09185,0.68815,1.72285,1.0295,,1.79495,1.7992,1.7927,1.01645,1.86375,1.17935,2.88655,0.44745,0.9003,2.85565,1.7412,2.053,1.09355,1.4976,1.5464,1.45085,1.95965,0.94335,1.77385,1.9523,2.559,0.65425,-2.7734,2.62215,0.7079,1.90725,1.92405
BRC_83,BRC,0.46435,0.29495,0.13075,0.64495,0.22585,0.9611,3.2313,2.85255,0.7664,2.34145,0.6302,0.14995,0.98055,1.88255,1.24335,0.9376,1.6525,0.41175,-0.5873,0.3601,1.04215,1.5065,0.5867,1.20685,0.94085,1.46075,0.93075,0.7499,2.61195,0.3949,0.3706,0.5906,0.11055,0.43575,0.2386,1.7294,1.2585,1.321,1.0262,0.49445,1.88175,-0.5002,3.27845,0.665,0.9225,1.4615,-0.192,0.3153,1.79785
BRC_84,BRC,0.5896,0.5915,-0.09255,0.9545,0.38535,0.1907,-0.30685,-0.1761,1.0817,-0.65105,2.8254,0.30445,0.1673,2.1505,0.0781500000000002,0.79215,0.1299,0.284,-0.7769,0.837,0.66165,1.32085,1.33895,0.7976,1.049,0.0445,0.41415,1.0997,0.17435,0.5503,0.3453,2.2327,0.6074,0.68375,0.04985,0.4136,0.73615,0.9751,0.84365,-0.2091,0.0831,-0.22185,-0.39135,0.8552,1.3213,-0.37625,0.0629,0.7395,0.4359
BRC_85,BRC,0.3862,-0.7774,0.43225,0.8156,0.25705,1.3333,1.64435,3.4567,0.617,-1.22535,0.1379,-0.09105,2.274,1.8029,3.19815,1.26255,0.1711,0.3839,-1.1386,0.7348,0.68995,0.46885,0.59815,1.6662,0.391,1.3087,0.40885,0.1662,3.44355,0.8567,-0.0730999999999999,-0.0717000000000001,0.0182,0.66925,0.10645,1.3028,0.43095,0.9739,0.70225,0.3475,1.033,-0.44925,1.55515,0.4565,-2.3677,2.97625,1.2937,0.1022,1.4135
BRC_86,BRC,0.64505,0.62385,0.016,0.4986,0.59415,0.7627,3.6727,4.0744,0.55185,0.2924,0.15715,0.24065,1.8455,2.0353,3.58165,1.20655,2.58855,0.7167,-0.75515,0.37645,1.1344,0.54855,0.91455,2.88815,0.9488,1.71905,0.78225,0.35605,4.44365,0.1827,0.26025,0.7527,0.22925,0.57865,0.0094,2.5534,0.60095,0.68075,0.4724,0.7534,1.00925,1.4036,3.16305,0.955,0.1545,3.0606,0.151,0.39405,0.12385
BRC_87,BRC,0.60715,-0.1052,0.3926,0.5061,0.41125,0.874,2.42685,2.3946,0.70075,0.1244,-0.03245,0.1461,2.6233,1.54885,1.46755,-0.36275,1.71815,-0.13705,-1.027,0.3953,0.618,0.677,0.78375,0.6246,1.57105,0.0954999999999999,0.0757500000000001,0.5622,2.2623,0.59075,0.3574,0.95175,0.0106499999999999,0.4421,0.58085,1.0998,0.6807,0.5595,0.507,0.2733,1.16615,-0.69905,2.6656,0.46205,0.75185,2.1302,0.68015,0.33855,-0.04295
BRC_88,BRC,1.0475,-0.0559,0.05215,0.583,-0.78005,0.8851,0.4503,2.20895,0.59795,0.59895,0.591,0.19665,0.88315,2.11545,1.2472,1.2445,0.54265,0.59945,-0.85415,0.596,1.16095,0.56425,0.19025,0.85,0.59505,1.0525,-0.15705,-0.0138499999999999,1.19835,0.45175,0.535,0.09155,0.2916,0.6213,0.0528,0.7992,0.9954,0.72995,0.4099,0.42525,0.88885,-1.3798,0.3261,0.62775,1.5325,-0.0103499999999999,0.8579,0.5134,1.50655
BRC_89,BRC,0.9596,-0.00265,0.57605,1.3324,0.9013,,1.0573,2.29315,1.0386,-1.42915,0.0468000000000001,0.2719,1.2584,2.0472,1.96735,0.98615,0.65715,0.542,-1.0105,1.2523,0.45605,,1.0068,1.097,0.86975,-0.37895,0.84835,1.4926,1.76535,1.3489,1.1671,0.1081,0.8882,0.7907,0.69215,1.41025,1.04365,1.33965,0.7626,0.65355,1.53175,0.0585999999999999,0.84195,0.4062,-3.90085,1.3811,0.4302,0.79635,1.79645
BRC_9,BRC,0.2979,0.1124,-0.3488,0.3994,0.02445,0.1229,3.4179,4.9064,0.65495,-2.3266,-0.2639,-0.40965,0.8032,2.2348,3.18375,1.4253,1.0325,0.95475,-0.733,1.1739,0.891,0.60145,0.8791,1.99605,-0.1139,-0.0987,0.54885,-0.3871,4.46205,-0.4252,0.6259,-0.0131,0.17865,-0.14635,-0.3892,1.03115,0.90995,0.80365,0.1898,0.25395,-0.09065,0.4397,2.99285,0.204,0.58805,4.07345,-0.0349,-0.1385,-0.1758
BRC_90,BRC,,0.24375,0.3576,0.6473,0.8773,1.0798,,,1.0525,0.3931,1.4308,0.2254,1.50275,1.72815,,1.276,1.1426,0.33865,-0.2989,0.58435,1.2041,0.528,0.10045,0.6393,1.15325,1.8289,0.7563,,2.6152,0.8205,,0.7633,0.72765,0.9099,0.32595,1.17675,0.88885,1.4365,0.44205,,2.27615,,,0.5656,2.977,,-0.17405,,0.7316
BRC_91,BRC,0.77095,-0.6092,-0.1448,0.1381,0.36575,0.29355,2.55775,4.0243,0.6544,0.378,0.3917,0.15895,2.1544,1.86455,3.3432,0.75025,0.74665,0.35495,-0.5724,0.5369,0.73575,0.42875,0.366,2.2076,0.5016,-0.5101,0.78895,1.0963,2.933,-0.0259,0.1875,1.842,0.18825,0.6802,-0.57575,0.97435,0.50115,1.1686,0.3538,-0.2594,0.5099,-0.38875,2.8617,1.0058,0.84565,1.3588,0.0119,0.27885,0.16035
BRC_92,BRC,0.81325,-0.8265,-0.3353,0.60165,0.2301,0.41465,2.2415,2.26055,0.65475,0.92085,1.4204,0.34535,0.88045,2.81745,2.87115,1.03125,0.57705,0.4424,-1.4497,0.5092,0.2614,0.9257,1.60675,1.81705,0.0833999999999999,-0.189,-0.73575,0.639,2.1673,1.04505,0.4494,1.6526,0.5239,0.99865,-0.5546,1.27685,1.00455,1.0121,1.1415,0.1544,0.4007,-0.47235,2.905,0.09805,0.56425,2.45575,0.0212499999999999,0.31845,1.4469
BRC_93,BRC,0.91395,0.38405,0.2516,0.5768,-0.18285,1.6697,2.1988,2.536,1.07535,1.3396,-0.23055,0.27055,2.1014,1.9314,2.81495,1.34935,1.10995,1.3128,-0.99005,0.69435,1.1245,0.63155,0.68295,1.18065,0.5938,2.43735,-0.21135,1.07285,2.40545,0.9048,0.29275,-0.2237,0.55595,0.61175,-0.3524,0.9178,0.85035,0.75815,0.6877,0.3035,1.05595,-0.2694,1.74355,0.4833,0.574,0.6621,0.526,0.40835,0.73505
